,grapheme,phoneme,filename
20,As tropas de Napoleão conquistam o Egito,ajs 'trO.pajs dZi na.po.le'a~w~ ko~'kis.ta~w~ u e'Zi.tu,1808_-_Frases
21,1799,'miw se.te'se~.tuz i no've~.ta i 'nO.vi,1808_-_Frases
22,"Médicos portugueses começam a aplicar em Lisboa a vacina contra a varíola, descoberta pelo inglês Edward Jenner","'mEdZi.kus poX.tu'ge.zis ko'mE.sa~w~ a a.pli'kar e~j~.liz'boa a va'si~.na 'ko~.tra a va'rio.la, des.ko'bEX.ta 'pe.lu i~'glejs 'edZwaR.dZ Ze~neX",1808_-_Frases
23,1800,'miw i oj.to'se~.tus,1808_-_Frases
24,"O governo dos Estados Unidos é transferido para a nova capital, Washington","u go'veR.nu duz es'ta.duz u~'ni.duz Etra~s.fe.ri'du 'pa.ra a 'nO.va ka.pi'taw, waSi~.gto~",1808_-_Frases
25,1801,'miw oj.to'se~.tuz i u~,1808_-_Frases
26,Napoleão é eleito cônsul perpétuo da França.,na.po.le'a~w~ Ee.lej'tu 'ko~.suw peX'pEtuu da 'fra~.sa,1808_-_Frases
27,"A Espanha, sua aliada, derrota Portugal na Guerra das Laranjas","a es'pa~.Ja, 'su.a a.li'a.da, de'RO.ta poX.tu'gaw na 'gE.Ra dajs la'ra~.Zajs",1808_-_Frases
28,1802,'miw oj.to'se~.tuz i 'dojs,1808_-_Frases
29,O presidente Thomas Jefferson compra da França o território da Luisiana e dobra o tamanho dos Estados Unidos,u pre.zi'de~.tSi 'to~.majs Ze.ffeX'so~ 'ko~.pra da 'fra~.sa u te.Ri'tOriu da lui.zi'a~.na i 'dO.bra u ta'ma~.Ju duz es'ta.duz u~'ni.dus,1808_-_Frases
30,1803,'miw oj.to'se~.tuz i 'trejs,1808_-_Frases
31,"Na catedral de Notre Dame, Napoleão coroa a si mesmo imperador da França","na ka.te'draw dZi 'nO.tri 'da~.mi, na.po.le'a~w~ ko'roa a si 'mez.mu i~.pe.ra'doR da 'fra~.sa",1808_-_Frases
32,O médico japonês Hanaoka Seishu faz a primeira cirurgia com uso de anestesia para extirpar um câncer de seio da sua própria mulher,u 'mEdZi.ku Za.po'nejs a.na'w.ka sejSu 'faz a pri~'mej.ra si.ruR'Zi.a ko~ 'u.zu dZi a.nes.te'zi.a 'pa.ra es.tSiX'par u~ 'ka~.seR dZi 'sej.u da 'su.a 'prOpria mu'LeX,1808_-_Frases
33,1805,'miw oj.to'se~.tuz i 'si~.ku,1808_-_Frases
34,"Sob comando de Lord Nelson, a Marinha britânica derrota a França e a Espanha na Batalha de Trafalgar e assume o controle absoluto dos oceanos","sob ko'ma~.du dZi loR.dZ new'so~, a ma'ri~.Ja bri'ta~.ni.ka de'RO.ta a 'fra~.sa i a es'pa~.Ja na ba'ta.La dZi tra.faw'gar i a'su~.mi u ko~'troli ab.so'lu.tu duz o.se'a~.nus",1808_-_Frases
35,"Em Austerlitz, Napoleão massacra as tropas aliadas da Rússia e da Áustria","e~j~.aus.teR.litS.s, na.po.le'a~w~ ma'sa.kra ajs 'trO.pajs a.li'a.dajs da 'Rusia i da 'aus.tria",1808_-_Frases
36,1806,'miw oj.to'se~.tuz i 'sejs,1808_-_Frases
37,A Inglaterra proíbe o tráfico de escravos em todos os seus domínios,a i~.gla'tE.Ra pro'ibi u 'tra.fi.ku dZi es'kra.vuz e~j~'tO.duz us 'se.us do'minius,1808_-_Frases
38,1807,'miw oj.to'se~.tuz i 'sE.tSi,1808_-_Frases
39,Napoleão declara o bloqueio continental na Europa contra a Inglaterra e invade Portugal.,na.po.le'a~w~ de'kla.ra u blo'kej.u ko~.tSi~.ne~'taw na eu'rO.pa 'ko~.tra a i~.gla'tE.Ra i i~'va.dZi poX.tu'gaw,1808_-_Frases
40,A família real portuguesa foge para o Brasil,a fa'milia Re'aw poX.tu'ge.za 'fO.Zi 'pa.ra u bra'ziw,1808_-_Frases
41,"Richard Trevithick, o inventor da locomotiva a vapor, demonstra sua máquina em Londres","'Ri.SaR.dZ tre'vitik.k, u i~.ve~'toR da lo.ko.mo'tSi.va a va'poX, de'mo~s.tra 'su.a 'ma.ki~.na e~j~'lo~.dris",1808_-_Frases
42,1808,'miw oj.to'se~.tuz i 'oj.tu,1808_-_Frases
43,O príncipe D. João e a família real chegam ao Brasil.,"u 'pri~.si.pi ki~'Je~.tus, Zo'a~w~ i a fa'milia Re'aw 'SE.ga~w~ aw bra'ziw",1808_-_Frases
44,Forças britânicas e portuguesas derrotam Napoleão na Batalha do Vimeiro,'fOX.sajs bri'ta~.ni.kajs i poX.tu'ge.zajs de'RO.ta~w~ na.po.le'a~w~ na ba'ta.La du vi~'mej.ru,1808_-_Frases
45,"Goethe publica na Alemanha a primeira parte de sua obra-prima, Fausto","go'E.tSi pu'bli.ka na a.le'ma~.Ja a pri~'mej.ra 'paX.tSi dZi 'su.a 'O.bra 'pri~.ma, 'faus.tu",1808_-_Frases
46,"Ludwig Von Beethoven faz, no Teatro de Viena, a primeira apresentação da Quinta sinfonia","'ludZ.wig 'vo~ be.e.to've~ 'fajs, nu te'a.tru dZi vi'e~.na, a pri~'mej.ra a.pre.ze~.ta'sa~w~ da 'ki~.ta si~.fo'ni.a",1808_-_Frases
47,1809,'miw oj.to'se~.tuz i 'nO.vi,1808_-_Frases
48,Robert Fulton patenteia nos Estados Unidos o barco movido a vapor,'RO.beX.tS fuw'to~ pa.te~'tej.a nuz es'ta.duz u~'ni.duz u 'baX.ku mo'vi.du a va'poX,1808_-_Frases
49,1811,'miw oj.to'se~.tuz i 'o~.zi,1808_-_Frases
50,Os irmãos Grimm publicam na Alemanha seu primeiro livro de contos de fadas,uz iR'ma~w~s gri~m pu'bli.ka~w~ na a.le'ma~.Ja 'seu pri~'mej.ru 'li.vru dZi 'ko~.tus dZi 'fa.dajs,1808_-_Frases
51,1812,'miw oj.to'se~.tuz i 'do.zi,1808_-_Frases
52,Napoleão fracassa ao tentar invadir a Rússia.,na.po.le'a~w~ fra'ka.sa aw te~'tar i~.va'dZir a 'Rusia,1808_-_Frases
53,Os ingleses capturam Madri,uz i~'gle.zis kap'tu.ra~w~ ma'dri,1808_-_Frases
54,1813,'miw oj.to'se~.tuz i 'tre.zi,1808_-_Frases
55,Tropas aliadas derrotam Napoleão na Batalha de Leipzig,'trO.pajs a.li'a.dajs de'RO.ta~w~ na.po.le'a~w~ na ba'ta.La dZi 'lej.pzig,1808_-_Frases
56,1814,'miw oj.to'se~.tuz i kwa'tOR.zi,1808_-_Frases
57,"Donatien-Alphonse-François, o marquês de Sade, morre aos 74 anos no asilo de Charenton, na França","do.na.tSi'e~ aw'fo~.si fra~'sojs, u maX'kejs dZi 'sa.dZi, 'mO.Ri aws se'te~.ta i 'kwa.tru 'a~.nus nu a'zi.lu dZi Sa.re~'to~, na 'fra~.sa",1808_-_Frases
58,O México declara sua independência da Espanha.,u 'mESi.ku de'kla.ra 'su.a i~.de.pe~'de~.sia da es'pa~.Ja,1808_-_Frases
59,"O Libertador Simon Bolívar ocupa Caracas, capital da Venezuela","u li.beX.ta'doX si~'mo~ bo'livar o'ku.pa ka'ra.kajs, ka.pi'taw da ve.ne.zu'E.la",1808_-_Frases
60,1815,'miw oj.to'se~.tuz i 'ki~.zi,1808_-_Frases
61,"Tropas britânicas, sob o comando do duque de Wellington, derrotam Napoleão na Batalha de Waterloo","'trO.pajs bri'ta~.ni.kajs, sob u ko'ma~.du du 'du.ki dZi we.wli~'gto~, de'RO.ta~w~ na.po.le'a~w~ na ba'ta.La dZi wa.teR'lO.u",1808_-_Frases
62,O Congresso de Viena redesenha o mapa político da Europa,u ko~'grE.su dZi vi'e~.na Re.de'ze~.Ja u 'ma.pa po'litSi.ku da eu'rO.pa,1808_-_Frases
63,1816,'miw oj.to'se~.tuz i de.ze'sejs,1808_-_Frases
64,"Dom João VI torna-se rei de Brasil e Portugal depois da morte de sua mãe, Dona Maria I, a Rainha Louca.","'do~ Zo'a~w~ 'ses.tu 'tOR.na si 'Rej dZi bra'ziw i poX.tu'gaw de'pojs da 'mOX.tSi dZi 'su.a 'ma~j~, 'do~.na ma'ri.a pri~'mej.ru, a Ra'i~.Ja 'low.ka",1808_-_Frases
65,A coroação só ocorreu dois anos mais tarde,a ko.ro.a'sa~w~ sOo.ko.Reu 'dojz 'a~.nus 'majs 'taR.dZi,1808_-_Frases
66,A Argentina declara sua independência da Espanha,a aR.Ze~'tSi~.na de'kla.ra 'su.a i~.de.pe~'de~.sia da es'pa~.Ja,1808_-_Frases
67,1817,'miw oj.to'se~.tuz i de.ze'sE.tSi,1808_-_Frases
68,Revolução republicana é sufocada por tropas de Dom João VI em Pernambuco,Re.vo.lu'sa~w~ Re.pu.bli'ka~.na Esu.fo.ka'da poX 'trO.pajs dZi 'do~ Zo'a~w~ 'ses.tu e~j~.peR.na~'bu.ku,1808_-_Frases
69,1818,'miw oj.to'se~.tuz i de'zoj.tu,1808_-_Frases
70,"Em Londres, Mary Shelley publica Frankenstein","e~j~'lo~.dris, maR.j 'SE.wlej pu'bli.ka fra~.ke~s.te'i~",1808_-_Frases
71,1819,'miw oj.to'se~.tuz i de.ze'nO.vi,1808_-_Frases
72,"O Savannah, primeiro navio a vapor a cruzar o Atlântico, parte dos Estados Unidos e chega a Liverpool, na Inglaterra, em 26 dias","u sa'va~na, pri~'mej.ru na'vi.u a va'por a kru'zar u a'tla~.tSi.ku, 'paX.tSi duz es'ta.duz u~'ni.duz i 'SE.ga a li.veX.po'Ow, na i~.gla'tE.Ra, e~j~'vi~.tSi i 'sejs 'dZi.ajs",1808_-_Frases
73,1820,'miw oj.to'se~.tuz i 'vi~.tSi,1808_-_Frases
74,Revolucionários liberais portugueses tomam o poder na cidade do Porto e exigem a volta de Dom João VI a Lisboa,Re.vo.lu.si.o'na.rius li.be'rajs poX.tu'ge.zis 'to~.ma~w~ u po'deR na si'da.dZi du 'pOX.tu i e'zi.Ze~j~.a 'vOw.ta dZi 'do~ Zo'a~w~ 'ses.tu a liz'boa,1808_-_Frases
75,1821,'miw oj.to'se~.tuz i 'vi~.tSi i u~,1808_-_Frases
76,O inglês Michael Faraday constrói o primeiro motor elétrico,u i~'glejs mi.Sa'Ew fa'ra.daj ko~s'trOi u pri~'mej.ru mo'tor e'lEtri.ku,1808_-_Frases
77,Napoleão morre na Ilha de Santa Helena,na.po.le'a~w~ 'mO.Ri na 'i.La dZi 'sa~.ta e'le~.na,1808_-_Frases
78,Suspeita-se que tenha sido envenenado,sus'pej.ta si ki 'te~.Ja 'si.du e~.ve.ne'na.du,1808_-_Frases
79,Dom João VI e a família real retornam a Portugal,'do~ Zo'a~w~ 'ses.tu i a fa'milia Re'aw Re'tOR.na~w~ a poX.tu'gaw,1808_-_Frases
80,1822,'miw oj.to'se~.tuz i 'vi~.tSi i 'dojs,1808_-_Frases
81,"Às margens do riacho Ipiranga, em São Paulo, Dom Pedro proclama a Independência do Brasil","as 'maR.Ze~s du Ri'a.Su i.pi'ra~.ga, e~j~'sa~w~ 'pau.lu, 'do~ 'pE.dru pro'kla~.ma a i~.de.pe~'de~.sia du bra'ziw",1808_-_Frases
82,"O Editor, a Professora e o Bibliófilo","u e.dZi'toX, a pro.fe'so.ra i u bi.bli'Ofi.lu",1808_-_Frases
83,Este livro é o resultado de dez anos de investigação jornalística.,'es.tSi 'li.vru Eu Re.zuw.ta'du dZi 'dez 'a~.nus dZi i~.ves.tSi.ga'sa~w~ ZoR.na'lis.tSi.ka,1808_-_Frases
84,"É também uma homenagem a três pessoas cujo apoio, estímulo e orientação foram imprescindíveis para que eu o escrevesse.","Eta~.be~j~ u~.ma o.me'na.Ze~j~.a 'trejs pe'so.ajs 'ku.Zu a'poi.u, es'tSimu.lu i o.ri.e~.ta'sa~w~ 'fO.ra~w~ i~.presi~.dZivejs 'pa.ra ki eu u es.kre've.si",1808_-_Frases
85,"A primeira foi Tales Alvarenga, amigo e colega editor precocemente falecido em 2006.","a pri~'mej.ra 'foj 'ta.liz aw.va're~.ga, a'mi.gu i ko'lE.ga e.dZi'toX pre.ko.se'me~.tSi fa.le'si.du e~j~'dojs 'miw i 'sejs",1808_-_Frases
86,A segunda é a professora historiadora Maria Odila Leite da Silva Dias.,a se'gu~.da Ea pro.fe.so'ra is.to.ri.a'do.ra ma'ri.a o'dZi.la 'lej.tSi da 'siw.va 'dZi.ajs,1808_-_Frases
87,"A terceira, o acadêmico e bibliófilo José Mindlin.","a teX'sej.ra, u a.ka'de.mi.ku i bi.bli'Ofi.lu Zo.zEmi~.dli~",1808_-_Frases
88,"Em 1997, Tales Alvarenga era diretor de redação da revista Veja e eu, seu editor executivo.","e~j~'miw no.ve'se~.tuz i no've~.ta i 'sE.tSi, 'ta.liz aw.va're~.ga 'e.ra dZi.re'toR dZi Re.da'sa~w~ da Re'vis.ta 've.Za i eu, 'seu e.dZi'tor e.ze.ku'tSi.vu",1808_-_Frases
89,"Inspirado por uma experiência bem-sucedida nas comemorações do primeiro centenário da Proclamação da República, Tales encomendou-me uma série de especiais históricos, que seriam distribuídos com a edição regular de Veja como brinde para seus assinantes e compradores de banca.","i~s.pi'ra.du por u~.ma es.pe.ri'e~.sia be~j~.su.se'dZi.da najs ko.me.mo.ra'so~j~s du pri~'mej.ru se~.te'na.riu da pro.kla.ma'sa~w~ da Re'publi.ka, 'ta.liz e~.ko.me~'dow mi u~.ma 'sEri dZi es.pe.si'ajz is'tOri.kus, ki se'ri.a~w~ dZis.tri.bu'idus ko~ a e.dZi'sa~w~ Re.gu'laR dZi 've.Za 'ko~.mu 'bri~.dZi 'pa.ra 'se.uz a.si~'na~.tSiz i ko~.pra'do.ris dZi 'ba~.ka",1808_-_Frases
90,"O projeto incluiria o Descobrimento, a fuga da família real portuguesa para o Brasil e a Independência.","u pro'ZE.tu i~.klui'ri.a u des.ko.bri~'me~.tu, a 'fu.ga da fa'milia Re'aw poX.tu'ge.za 'pa.ra u bra'ziw i a i~.de.pe~'de~.sia",1808_-_Frases
91,"Desses três, apenas o primeiro foi publicado, no ano 2000, e distribuído no Brasil e em Portugal junto com as revistas Veja e Visão, sob o título A Aventura do Descobrimento.","'de.sis 'trejs, a'pe~.najs u pri~'mej.ru 'foj pu.bli'ka.du, nu 'a~.nu 'dojs 'miw, i dZis.tri.bu'idu nu bra'ziw i e~j~.poX.tu'gaw 'Zu~.tu ko~ ajs Re'vis.tajs 've.Za i vi'za~w~, sob u 'tSitu.lu a a.ve~'tu.ra du des.ko.bri~'me~.tu",1808_-_Frases
92,"Qual ao especial sobre Dom João VI, Tales decidiu cancelá-lo por falta de gancho, expressão que, no vocabulário das redações significa motivo ou oportunidade para que uma reportagem seja publicada.","'kwaw aw es.pe.si'aw 'sobri 'do~ Zo'a~w~ 'ses.tu, 'ta.lis de.si'dZiu poX 'faw.ta dZi 'ga~.Su, es.pre'sa~w~ ki, nu vo.ka.bu'la.riu dajs Re.da'so~j~s sig.ni'fi.ka mo'tSi.vu ow o.poX.tu~.ni'da.dZi 'pa.ra ki u~.ma Re.poX.ta.Ze~j~'se.Za pu.bli'ka.da",1808_-_Frases
93,"O plano mudou, mas eu segui em frente, movido pela paixão que o tema e os personagens me despertaram.","u 'pla~.nu mu'dow, majs eu se'gi e~j~'fre~.tSi, mo'vi.du 'pe.la paj'Sa~w~ ki u 'te~.ma i us peX.so'na.Ze~s mi des.peX'ta.ra~w~",1808_-_Frases
94,"Nesses dez anos, li e pesquisei mais de 150 livros e fontes impressas e eletrônicas sobre o assunto, em lugares tão variados quanto as bibliotecas do acadêmico José Mindlin, em São Paulo, Nacional do Rio de Janeiro, Nacional da Ajuda, em Lisboa, e do Congresso Americano, em Washington.","'ne.sis 'dez 'a~.nus, li i pes.ki'zej 'majs dZi 'se~.tu i si~'kwe~.ta 'li.vruz i 'fo~.tSiz i~'prE.sajs i e.le'troni.kajs 'sobri u a'su~.tu, e~j~.lu'ga.ris 'ta~w~ va.ri'a.dus 'kua~.tu ajs bi.blio'tE.kajs du a.ka'de.mi.ku Zo.zEmi~.dli~, e~j~'sa~w~ 'pau.lu, na.si.o'naw du 'Ri.u dZi Za'nej.ru, na.si.o'naw da a'Zu.da, e~j~.liz'boa, i du ko~'grE.su a.me.ri'ka~.nu, e~j~.waSi~.gto~",1808_-_Frases
95,"Na fase inicial deste trabalho de pesquisa, tive como orientadora a professora Maria Odila Leite da Silva Dias.","na 'fa.zi i~.ni.si'aw 'des.tSi tra'ba.Lu dZi pes'ki.za, 'tSi.vi 'ko~.mu o.ri.e~.ta'do.ra a pro.fe'so.ra ma'ri.a o'dZi.la 'lej.tSi da 'siw.va 'dZi.ajs",1808_-_Frases
96,"Minha vizinha no bairro de Higienópolis, em São Paulo, foi ela quem me indicou o primeiro livro da centena e meia de fontes consultadas: o clássico D. João VI no Brasil, do diplomata e historiador pernambucano Manuel de Oliveira Lima, que li em 1997.","'mi~.Ja vi'zi~.Ja nu 'baj.Ru dZi i.Zi.e'nOpo.lis, e~j~'sa~w~ 'pau.lu, 'foj 'E.la 'ke~m mi i~.dZi'kow u pri~'mej.ru 'li.vru da se~'te~.na i 'mej.a dZi 'fo~.tSis ko~.suw'ta.dajs, u 'kla.si.ku ki~'Je~.tus, Zo'a~w~ 'ses.tu nu bra'ziw, du dZi.plo'ma.ta i is.to.ri.a'doX peR.na~.bu'ka~.nu ma.nu'Ew dZi o.li'vej.ra 'li~.ma, ki li e~j~'miw no.ve'se~.tuz i no've~.ta i 'sE.tSi",1808_-_Frases
97,"Doutora pela Universidade de São Paulo (USP) e professora de Pós-Graduação da Pontificia Universidade Católica (PUC) de São Paulo, Maria Odila é autora de vários livros e artigos sobre a história brasileira.","dow'to.ra 'pe.la u~.ni.veX.si'da.dZi dZi 'sa~w~ 'pau.lu, us.p, i pro.fe'so.ra dZi 'pOjs gra.du.a'sa~w~ da po~.tSi.fi'si.a u~.ni.veX.si'da.dZi ka'tOli.ka, puk, dZi 'sa~w~ 'pau.lu, ma'ri.a o'dZi.la Eau.to'ra dZi 'va.rius 'li.vruz i aX'tSi.gus 'sobri a is'tOria bra.zi'lej.ra",1808_-_Frases
98,"O mais recende deles, A interiorização da metrópole, de 2005, tornou-se referência no estudo das razões que levaram à Independência.","u 'majs Re'se~.dZi 'de.lis, a i~.te.ri.o.ri.za'sa~w~ da me'trOpo.li, dZi 'dojs 'miw i 'si~.ku, toR'now si Re.fe're~.sia nu es'tu.du dajs Ra'zo~j~s ki le'va.ra~w~ a i~.de.pe~'de~.sia",1808_-_Frases
99,Maria Odila é também considerada a maior autoridade na obra do historiador Sérgio Buarque de Holanda.,ma'ri.a o'dZi.la Eta~.be~j~ ko~.si.de'ra.da a maj'or au.to.ri'da.dZi na 'O.bra du is.to.ri.a'doX 'sER.Ziu bu'aX.ki dZi o'la~.da,1808_-_Frases
100,"Em meados de 2007, o currículo da pesquisadora, no site do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) registrava 81 orientações de dissertações de mestrado e teses de doutorado concluídas ou em andamento.","e~j~.me'a.dus dZi 'dojs 'miw i 'sE.tSi, u ku'Riku.lu da pes.ki.za'do.ra, nu 'si.tSi du ko~'se.Lu na.si.o'naw dZi de.ze~.vow.vi~'me~.tu si.e~'tSifi.ku i tek.no'lOZi.ku, 'se e'ni 'pe 'ke, Re.Zis'tra.va oj'te~.ta i u~ o.ri.e~.ta'so~j~s dZi dZi.seX.ta'so~j~s dZi mes'tra.du i 'te.zis dZi dow.to'ra.du ko~.klu'idajs ow e~j~.a~.da'me~.tu",1808_-_Frases
101,"Ao bibliófilo José Mindlin, eleito para a Academia Brasileira de Letras em 2006, devo o acesso a sua extraordinária biblioteca.","aw bi.bli'Ofi.lu Zo.zEmi~.dli~, e'lej.tu 'pa.ra a a.ka.de'mi.a bra.zi'lej.ra dZi 'lE.trajs e~j~'dojs 'miw i 'sejs, 'de.vu u a'sE.su a 'su.a es.tra.wR.dZi~'na.ria bi.blio'tE.ka",1808_-_Frases
102,"Situada no bairro do Brooklyn, em São Paulo guarda a maior coleção particular de livros do Brasil, com mais de 38000 títulos raros e antigos que incluem a primeira edição de Os Lusíadas, de Camões (1572).","si.tu'a.da nu 'baj.Ru du bro.o.kwin, e~j~'sa~w~ 'pau.lu 'guaR.da a maj'oX ko.le'sa~w~ paX.tSi.ku'laR dZi 'li.vrus du bra'ziw, ko~ 'majs dZi 'tri~.ta i 'oj.tu 'miw 'tSitu.lus 'Ra.ruz i a~'tSi.gus ki i~'klu.e~j~.a pri~'mej.ra e.dZi'sa~w~ dZi us lu'zia.dajs, dZi ka'mo~j~s",1808_-_Frases
103,"Ali, aos cuidados das bibliotecárias Cristina Antunes, Elisa Nazarian e Rosana Gonçalves, responsáveis pelo acervo e pela agenda de Mindlin, passei muitas manhãs inesquecíveis de pesquisa e tive a oportunidade de consultar, entre outras raridades, o primeiro tratado de Medicina publicado no Brasil, em 1808 de autoria de Manuel Vieira da Silva, e a edição original de A concise and accurate account of the proceedings, do tenente da Marinha britânica Thomas ONeill, publicada em Londres em 1810 - ambas relacionadas na Bibliografia, no final deste livro.","a'li, aws kui'da.dus dajs bi.blio.te'ka.riajs kris'tSi~.na a~'tu~.nis, e'li.za na.za.ri'a~ i Ro'za~.na go~'saw.vis, Res.po~'sa.vejs 'pe.lu a'sER.vu i 'pe.la a'Ze~.da dZi mi~'dli~, pa'sej 'muj~.tajs ma'Ja~j~s i~.nes.ke'sivejs dZi pes'ki.za i 'tSi.vi a o.poX.tu~.ni'da.dZi dZi ko~.suw'taX, 'e~.tri 'ow.trajs Ra.ri'da.dZis, u pri~'mej.ru tra'ta.du dZi me.dZi'si~.na pu.bli'ka.du nu bra'ziw, e~j~'miw oj.to'se~.tuz i 'oj.tu dZi au.to'ri.a dZi ma.nu'Ew vi'ej.ra da 'siw.va, i a e.dZi'sa~w~ o.ri.Zi~'naw dZi a ko~'si.zi a~.dZ akku'ra.tSi 'akkown.tS of tSi pro.se'E.dZi~.gs, du te'ne~.tSi da ma'ri~.Ja bri'ta~.ni.ka 'to~.majs o.nej.ww, pu.bli'ka.da e~j~'lo~.driz e~j~'a~.bajs Re.la.si.o'na.dajs na bi.blio.gra'fi.a, nu fi~'naw 'des.tSi 'li.vru",1808_-_Frases
104,Introdução,i~.tro.du'sa~w~,1808_-_Frases
105,"Em 1784, cinco anos antes da Revolução Francesa, o menino Bernadino da Motta Botelho pastoreava o gado em Monte Santo, uma das regiões mais áridas do sertão da Bahia, quando uma pedra de superfície lisa e escura, diferente de toda as demais, chamou sua atenção no meio da pastagem.","e~j~'miw se.te'se~.tuz i oj'te~.ta i 'kwa.tru, 'si~.ku 'a~.nuz 'a~.tSis da Re.vo.lu'sa~w~ fra~'se.za, u me'ni~.nu beR.na'dZi~.nu da 'mO.tSta bo'te.Lu pas.to.re'a.va u 'ga.du e~j~'mo~.tSi 'sa~.tu, u~.ma dajs Re.Zi'o~j~s 'majz 'a.ri.dajs du seX'ta~w~ da ba'i.a, 'kua~.du u~.ma 'pE.dra dZi su.peX'fisi 'li.za i es'ku.ra, dZi.fe're~.tSi dZi 'tO.da ajs de'majs, Sa'mow 'su.a a.te~'sa~w~ nu 'mej.u da pas'ta.Ze~j~",1808_-_Frases
106,Era uma descoberta que ficaria famosa.,'e.ra u~.ma des.ko'bEX.ta ki fi.ka'ri.a fa'mO.za,1808_-_Frases
